month_start,department,category,scenario,amount,source
2021-06-01,Marketing,Utilities,Budget,1226948.0,budget_vs_actual
2021-06-01,Operations,Infrastructure,Actual,1181306.0,budget_vs_actual
2021-06-01,Operations,Infrastructure,Budget,1191112.0,budget_vs_actual
2021-06-01,Operations,Marketing,Actual,1551948.0,budget_vs_actual
2021-06-01,Operations,Marketing,Budget,1200820.0,budget_vs_actual
2021-06-01,Operations,Salaries,Actual,792848.0,budget_vs_actual
2021-06-01,Operations,Salaries,Budget,440246.0,budget_vs_actual
2021-06-01,Operations,Training,Actual,988306.0,budget_vs_actual
2021-06-01,Operations,Training,Budget,871062.0,budget_vs_actual
2021-06-01,Operations,Travel,Actual,2230518.0,budget_vs_actual
2021-06-01,Operations,Travel,Budget,1268162.0,budget_vs_actual
2021-06-01,Operations,Utilities,Actual,1158530.0,budget_vs_actual
2021-06-01,Operations,Utilities,Budget,1159136.0,budget_vs_actual
2021-06-01,Sales,Infrastructure,Actual,1279182.0,budget_vs_actual
2021-06-01,Sales,Infrastructure,Budget,1639658.0,budget_vs_actual
2021-06-01,Sales,Marketing,Actual,1814452.0,budget_vs_actual
2021-06-01,Sales,Marketing,Budget,1804628.0,budget_vs_actual
2021-06-01,Sales,Salaries,Actual,1943634.0,budget_vs_actual
2021-06-01,Sales,Salaries,Budget,1650594.0,budget_vs_actual
2021-06-01,Sales,Training,Actual,1250888.0,budget_vs_actual
2021-06-01,Sales,Training,Budget,1678224.0,budget_vs_actual
2021-06-01,Sales,Travel,Actual,929082.0,budget_vs_actual
2021-06-01,Sales,Travel,Budget,585794.0,budget_vs_actual
2021-06-01,Sales,Utilities,Actual,1598990.0,budget_vs_actual
2021-06-01,Sales,Utilities,Budget,1809876.0,budget_vs_actual
2021-07-01,Finance,Infrastructure,Actual,1878252.0,budget_vs_actual
2021-07-01,Finance,Infrastructure,Budget,1825492.0,budget_vs_actual
2021-07-01,Finance,Marketing,Actual,977776.0,budget_vs_actual
2021-07-01,Finance,Marketing,Budget,802530.0,budget_vs_actual
2021-07-01,Finance,Salaries,Actual,1460754.0,budget_vs_actual
2021-07-01,Finance,Salaries,Budget,1126182.0,budget_vs_actual
2021-07-01,Finance,Training,Actual,966660.0,budget_vs_actual
2021-07-01,Finance,Training,Budget,776798.0,budget_vs_actual
2021-07-01,Finance,Travel,Actual,2288522.0,budget_vs_actual
2021-07-01,Finance,Travel,Budget,2171098.0,budget_vs_actual
2021-07-01,Finance,Utilities,Actual,2459606.0,budget_vs_actual
2021-07-01,Finance,Utilities,Budget,1660046.0,budget_vs_actual
2021-07-01,HR,Infrastructure,Actual,562826.0,budget_vs_actual
2021-07-01,HR,Infrastructure,Budget,489236.0,budget_vs_actual
2021-07-01,HR,Marketing,Actual,1669776.0,budget_vs_actual
2021-07-01,HR,Marketing,Budget,1083494.0,budget_vs_actual
2021-07-01,HR,Salaries,Actual,1833091.0,budget_vs_actual
2021-07-01,HR,Salaries,Budget,1429182.0,budget_vs_actual
2021-07-01,HR,Training,Actual,2053282.0,budget_vs_actual
2021-07-01,HR,Training,Budget,2378796.0,budget_vs_actual
2021-07-01,HR,Travel,Actual,1840830.0,budget_vs_actual
2021-07-01,HR,Travel,Budget,1375566.0,budget_vs_actual
2021-07-01,HR,Utilities,Actual,1599344.0,budget_vs_actual
2021-07-01,HR,Utilities,Budget,2214678.0,budget_vs_actual
2021-07-01,IT,Infrastructure,Actual,715022.0,budget_vs_actual
2021-07-01,IT,Infrastructure,Budget,1165468.0,budget_vs_actual
2021-07-01,IT,Marketing,Actual,848522.0,budget_vs_actual
2021-07-01,IT,Marketing,Budget,715044.0,budget_vs_actual
2021-07-01,IT,Salaries,Actual,942732.0,budget_vs_actual
2021-07-01,IT,Salaries,Budget,913434.0,budget_vs_actual
2021-07-01,IT,Training,Actual,769706.0,budget_vs_actual
2021-07-01,IT,Training,Budget,893628.0,budget_vs_actual
2021-07-01,IT,Travel,Actual,1286306.0,budget_vs_actual
2021-07-01,IT,Travel,Budget,950136.0,budget_vs_actual
2021-07-01,IT,Utilities,Actual,557774.0,budget_vs_actual
2021-07-01,IT,Utilities,Budget,888206.0,budget_vs_actual
2021-07-01,Marketing,Infrastructure,Actual,1503450.0,budget_vs_actual
2021-07-01,Marketing,Infrastructure,Budget,1122494.0,budget_vs_actual
2021-07-01,Marketing,Marketing,Actual,1141024.0,budget_vs_actual
2021-07-01,Marketing,Marketing,Budget,838494.0,budget_vs_actual
2021-07-01,Marketing,Salaries,Actual,795814.0,budget_vs_actual
2021-07-01,Marketing,Salaries,Budget,713994.0,budget_vs_actual
2021-07-01,Marketing,Training,Actual,711340.0,budget_vs_actual
2021-07-01,Marketing,Training,Budget,583532.0,budget_vs_actual
2021-07-01,Marketing,Travel,Actual,2478222.0,budget_vs_actual
2021-07-01,Marketing,Travel,Budget,2140282.0,budget_vs_actual
2021-07-01,Marketing,Utilities,Actual,714172.0,budget_vs_actual
2021-07-01,Marketing,Utilities,Budget,731360.0,budget_vs_actual
2021-07-01,Operations,Infrastructure,Actual,423606.0,budget_vs_actual
2021-07-01,Operations,Infrastructure,Budget,349948.0,budget_vs_actual
2021-07-01,Operations,Marketing,Actual,1720682.0,budget_vs_actual
2021-07-01,Operations,Marketing,Budget,1097270.0,budget_vs_actual
2021-07-01,Operations,Salaries,Actual,1166856.0,budget_vs_actual
2021-07-01,Operations,Salaries,Budget,683308.0,budget_vs_actual
2021-07-01,Operations,Training,Actual,1844066.0,budget_vs_actual
2021-07-01,Operations,Training,Budget,1119750.0,budget_vs_actual
2021-07-01,Operations,Travel,Actual,1454632.0,budget_vs_actual
2021-07-01,Operations,Travel,Budget,2029060.0,budget_vs_actual
2021-07-01,Operations,Utilities,Actual,1227210.0,budget_vs_actual
2021-07-01,Operations,Utilities,Budget,830832.0,budget_vs_actual
2021-07-01,Sales,Infrastructure,Actual,831154.0,budget_vs_actual
2021-07-01,Sales,Infrastructure,Budget,501544.0,budget_vs_actual
2021-07-01,Sales,Marketing,Actual,2058466.0,budget_vs_actual
2021-07-01,Sales,Marketing,Budget,1864624.0,budget_vs_actual
2021-07-01,Sales,Salaries,Actual,607908.0,budget_vs_actual
2021-07-01,Sales,Salaries,Budget,278148.0,budget_vs_actual
2021-07-01,Sales,Training,Actual,1125818.0,budget_vs_actual
2021-07-01,Sales,Training,Budget,1312902.0,budget_vs_actual
2021-07-01,Sales,Travel,Actual,2705538.0,budget_vs_actual
2021-07-01,Sales,Travel,Budget,2530718.0,budget_vs_actual
2021-07-01,Sales,Utilities,Actual,2152544.0,budget_vs_actual
2021-07-01,Sales,Utilities,Budget,1356716.0,budget_vs_actual
2021-08-01,Finance,Infrastructure,Actual,1252468.0,budget_vs_actual
2021-08-01,Finance,Infrastructure,Budget,1050358.0,budget_vs_actual
2021-08-01,Finance,Marketing,Actual,657976.0,budget_vs_actual
2021-08-01,Finance,Marketing,Budget,892648.0,budget_vs_actual
2021-08-01,Finance,Salaries,Actual,1024034.0,budget_vs_actual
2021-08-01,Finance,Salaries,Budget,1150258.0,budget_vs_actual
2021-08-01,Finance,Training,Actual,947386.0,budget_vs_actual
2021-08-01,Finance,Training,Budget,1359854.0,budget_vs_actual
2021-08-01,Finance,Travel,Actual,1836846.0,budget_vs_actual
2021-08-01,Finance,Travel,Budget,1491098.0,budget_vs_actual
2021-08-01,Finance,Utilities,Actual,1356068.0,budget_vs_actual
2021-08-01,Finance,Utilities,Budget,1435862.0,budget_vs_actual
2021-08-01,HR,Infrastructure,Actual,1211562.0,budget_vs_actual
2021-08-01,HR,Infrastructure,Budget,1322182.0,budget_vs_actual
2021-08-01,HR,Marketing,Actual,1207974.0,budget_vs_actual
2021-08-01,HR,Marketing,Budget,1016924.0,budget_vs_actual
2021-08-01,HR,Salaries,Actual,772566.0,budget_vs_actual
2021-08-01,HR,Salaries,Budget,805244.0,budget_vs_actual
2021-08-01,HR,Training,Actual,1069092.0,budget_vs_actual
2021-08-01,HR,Training,Budget,1442636.0,budget_vs_actual
2021-08-01,HR,Travel,Actual,2648692.0,budget_vs_actual
2021-08-01,HR,Travel,Budget,2125640.0,budget_vs_actual
2021-08-01,HR,Utilities,Actual,1690016.0,budget_vs_actual
2021-08-01,HR,Utilities,Budget,1492768.0,budget_vs_actual
2021-08-01,IT,Infrastructure,Actual,539266.0,budget_vs_actual
2021-08-01,IT,Infrastructure,Budget,680762.0,budget_vs_actual
2021-08-01,IT,Marketing,Actual,568232.0,budget_vs_actual
2021-08-01,IT,Marketing,Budget,539320.0,budget_vs_actual
2021-08-01,IT,Salaries,Actual,1120912.0,budget_vs_actual
2021-08-01,IT,Salaries,Budget,1572722.0,budget_vs_actual
2021-08-01,IT,Training,Actual,1930502.0,budget_vs_actual
2021-08-01,IT,Training,Budget,1522156.0,budget_vs_actual
2021-08-01,IT,Travel,Actual,1659936.0,budget_vs_actual
2021-08-01,IT,Travel,Budget,1966162.0,budget_vs_actual
2021-08-01,IT,Utilities,Actual,945478.0,budget_vs_actual
2021-08-01,IT,Utilities,Budget,850036.0,budget_vs_actual
2021-08-01,Marketing,Infrastructure,Actual,1764042.0,budget_vs_actual
2021-08-01,Marketing,Infrastructure,Budget,2179754.0,budget_vs_actual
2021-08-01,Marketing,Marketing,Actual,973654.0,budget_vs_actual
2021-08-01,Marketing,Marketing,Budget,998308.0,budget_vs_actual
2021-08-01,Marketing,Salaries,Actual,1497594.0,budget_vs_actual
2021-08-01,Marketing,Salaries,Budget,984902.0,budget_vs_actual
2021-08-01,Marketing,Training,Actual,2006546.0,budget_vs_actual
2021-08-01,Marketing,Training,Budget,1376020.0,budget_vs_actual
2021-08-01,Marketing,Travel,Actual,2291020.0,budget_vs_actual
2021-08-01,Marketing,Travel,Budget,1805518.0,budget_vs_actual
2021-08-01,Marketing,Utilities,Actual,1898676.0,budget_vs_actual
2021-08-01,Marketing,Utilities,Budget,1433436.0,budget_vs_actual
2021-08-01,Operations,Infrastructure,Actual,1396530.0,budget_vs_actual
2021-08-01,Operations,Infrastructure,Budget,1423404.0,budget_vs_actual
2021-08-01,Operations,Marketing,Actual,1068514.0,budget_vs_actual
2021-08-01,Operations,Marketing,Budget,840310.0,budget_vs_actual
2021-08-01,Operations,Salaries,Actual,1753308.0,budget_vs_actual
2021-08-01,Operations,Salaries,Budget,1461116.0,budget_vs_actual
2021-08-01,Operations,Training,Actual,1915210.0,budget_vs_actual
2021-08-01,Operations,Training,Budget,1678792.0,budget_vs_actual
2021-08-01,Operations,Travel,Actual,1860048.0,budget_vs_actual
2021-08-01,Operations,Travel,Budget,1577710.0,budget_vs_actual
2021-08-01,Operations,Utilities,Actual,1173562.0,budget_vs_actual
2021-08-01,Operations,Utilities,Budget,1120980.0,budget_vs_actual
2021-08-01,Sales,Infrastructure,Actual,1905520.0,budget_vs_actual
2021-08-01,Sales,Infrastructure,Budget,1958660.0,budget_vs_actual
2021-08-01,Sales,Marketing,Actual,1533706.0,budget_vs_actual
2021-08-01,Sales,Marketing,Budget,1436182.0,budget_vs_actual
2021-08-01,Sales,Salaries,Actual,1755580.0,budget_vs_actual
2021-08-01,Sales,Salaries,Budget,1339334.0,budget_vs_actual
2021-08-01,Sales,Training,Actual,1120674.0,budget_vs_actual
2021-08-01,Sales,Training,Budget,1452146.0,budget_vs_actual
2021-08-01,Sales,Travel,Actual,537224.0,budget_vs_actual
2021-08-01,Sales,Travel,Budget,538204.0,budget_vs_actual
2021-08-01,Sales,Utilities,Actual,1189320.0,budget_vs_actual
2021-08-01,Sales,Utilities,Budget,977409.0,budget_vs_actual
2021-09-01,Finance,Infrastructure,Actual,1317668.0,budget_vs_actual
2021-09-01,Finance,Infrastructure,Budget,773496.0,budget_vs_actual
2021-09-01,Finance,Marketing,Actual,1006054.0,budget_vs_actual
2021-09-01,Finance,Marketing,Budget,891052.0,budget_vs_actual
2021-09-01,Finance,Salaries,Actual,1616778.0,budget_vs_actual
2021-09-01,Finance,Salaries,Budget,1572094.0,budget_vs_actual
2021-09-01,Finance,Training,Actual,2606154.0,budget_vs_actual
2021-09-01,Finance,Training,Budget,2592342.0,budget_vs_actual
2021-09-01,Finance,Travel,Actual,1536744.0,budget_vs_actual
2021-09-01,Finance,Travel,Budget,1606556.0,budget_vs_actual
2021-09-01,Finance,Utilities,Actual,1093174.0,budget_vs_actual
2021-09-01,Finance,Utilities,Budget,1055068.0,budget_vs_actual
2021-09-01,HR,Infrastructure,Actual,2014352.0,budget_vs_actual
2021-09-01,HR,Infrastructure,Budget,2162424.0,budget_vs_actual
2021-09-01,HR,Marketing,Actual,1894666.0,budget_vs_actual
2021-09-01,HR,Marketing,Budget,1381636.0,budget_vs_actual
2021-09-01,HR,Salaries,Actual,1405392.0,budget_vs_actual
2021-09-01,HR,Salaries,Budget,1347096.0,budget_vs_actual
2021-09-01,HR,Training,Actual,1476900.0,budget_vs_actual
2021-09-01,HR,Training,Budget,1041254.0,budget_vs_actual
2021-09-01,HR,Travel,Actual,2745412.0,budget_vs_actual
2021-09-01,HR,Travel,Budget,1882254.0,budget_vs_actual
2021-09-01,HR,Utilities,Actual,1880374.0,budget_vs_actual
2021-09-01,HR,Utilities,Budget,1985348.0,budget_vs_actual
2021-09-01,IT,Infrastructure,Actual,1784110.0,budget_vs_actual
2021-09-01,IT,Infrastructure,Budget,2006508.0,budget_vs_actual
2021-09-01,IT,Marketing,Actual,1073946.0,budget_vs_actual
2021-09-01,IT,Marketing,Budget,751484.0,budget_vs_actual
2021-09-01,IT,Salaries,Actual,1113932.0,budget_vs_actual
2021-09-01,IT,Salaries,Budget,1076168.0,budget_vs_actual
2021-09-01,IT,Training,Actual,1568096.0,budget_vs_actual
2021-09-01,IT,Training,Budget,1071494.0,budget_vs_actual
2021-09-01,IT,Travel,Actual,1212354.0,budget_vs_actual
2021-09-01,IT,Travel,Budget,941628.0,budget_vs_actual
2021-09-01,IT,Utilities,Actual,1820372.0,budget_vs_actual
2021-09-01,IT,Utilities,Budget,1455072.0,budget_vs_actual
2021-09-01,Marketing,Infrastructure,Actual,589302.0,budget_vs_actual
2021-09-01,Marketing,Infrastructure,Budget,961222.0,budget_vs_actual
2021-09-01,Marketing,Marketing,Actual,1590744.0,budget_vs_actual
2021-09-01,Marketing,Marketing,Budget,1301782.0,budget_vs_actual
2021-09-01,Marketing,Salaries,Actual,1611150.0,budget_vs_actual
2021-09-01,Marketing,Salaries,Budget,1335234.0,budget_vs_actual
2021-09-01,Marketing,Training,Actual,1988708.0,budget_vs_actual
2021-09-01,Marketing,Training,Budget,2042880.0,budget_vs_actual
2021-09-01,Marketing,Travel,Actual,418466.0,budget_vs_actual
2021-09-01,Marketing,Travel,Budget,287266.0,budget_vs_actual
2021-09-01,Marketing,Utilities,Actual,1293562.0,budget_vs_actual
2021-09-01,Marketing,Utilities,Budget,1302674.0,budget_vs_actual
2021-09-01,Operations,Infrastructure,Actual,853746.0,budget_vs_actual
2021-09-01,Operations,Infrastructure,Budget,931298.0,budget_vs_actual
2021-09-01,Operations,Marketing,Actual,1524634.0,budget_vs_actual
2021-09-01,Operations,Marketing,Budget,1607260.0,budget_vs_actual
2021-09-01,Operations,Salaries,Actual,1803124.0,budget_vs_actual
2021-09-01,Operations,Salaries,Budget,1105630.0,budget_vs_actual
2021-09-01,Operations,Training,Actual,813750.0,budget_vs_actual
2021-09-01,Operations,Training,Budget,969776.0,budget_vs_actual
2021-09-01,Operations,Travel,Actual,1420342.0,budget_vs_actual
2021-09-01,Operations,Travel,Budget,818072.0,budget_vs_actual
2021-09-01,Operations,Utilities,Actual,2195562.0,budget_vs_actual
2021-09-01,Operations,Utilities,Budget,1604162.0,budget_vs_actual
2021-09-01,Sales,Infrastructure,Actual,1523582.0,budget_vs_actual
2021-09-01,Sales,Infrastructure,Budget,1371260.0,budget_vs_actual
2021-09-01,Sales,Marketing,Actual,840214.0,budget_vs_actual
2021-09-01,Sales,Marketing,Budget,532306.0,budget_vs_actual
2021-09-01,Sales,Salaries,Actual,938214.0,budget_vs_actual
2021-09-01,Sales,Salaries,Budget,505028.0,budget_vs_actual
2021-09-01,Sales,Training,Actual,1297378.0,budget_vs_actual
2021-09-01,Sales,Training,Budget,1462860.0,budget_vs_actual
2021-09-01,Sales,Travel,Actual,709370.0,budget_vs_actual
2021-09-01,Sales,Travel,Budget,370114.0,budget_vs_actual
2021-09-01,Sales,Utilities,Actual,871454.0,budget_vs_actual
2021-09-01,Sales,Utilities,Budget,886324.0,budget_vs_actual
2021-10-01,Finance,Infrastructure,Actual,551334.0,budget_vs_actual
2021-10-01,Finance,Infrastructure,Budget,268232.0,budget_vs_actual
2021-10-01,Finance,Marketing,Actual,1787626.0,budget_vs_actual
2021-10-01,Finance,Marketing,Budget,1473550.0,budget_vs_actual
2021-10-01,Finance,Salaries,Actual,1933254.0,budget_vs_actual
2021-10-01,Finance,Salaries,Budget,1171070.0,budget_vs_actual
2021-10-01,Finance,Training,Actual,531412.0,budget_vs_actual
2021-10-01,Finance,Training,Budget,960612.0,budget_vs_actual
2021-10-01,Finance,Travel,Actual,1269808.0,budget_vs_actual
2021-10-01,Finance,Travel,Budget,1389056.0,budget_vs_actual
2021-10-01,Finance,Utilities,Actual,485988.0,budget_vs_actual
2021-10-01,Finance,Utilities,Budget,393496.0,budget_vs_actual
2021-10-01,HR,Infrastructure,Actual,1312478.0,budget_vs_actual
2021-10-01,HR,Infrastructure,Budget,924888.0,budget_vs_actual
2021-10-01,HR,Marketing,Actual,1124696.0,budget_vs_actual
2021-10-01,HR,Marketing,Budget,957970.0,budget_vs_actual
2021-10-01,HR,Salaries,Actual,1539026.0,budget_vs_actual
2021-10-01,HR,Salaries,Budget,1209074.0,budget_vs_actual
2021-10-01,HR,Training,Actual,1457572.0,budget_vs_actual
2021-10-01,HR,Training,Budget,1117098.0,budget_vs_actual
2021-10-01,HR,Travel,Actual,1252378.0,budget_vs_actual
2021-10-01,HR,Travel,Budget,1622762.0,budget_vs_actual
2021-10-01,HR,Utilities,Actual,580932.0,budget_vs_actual
2021-10-01,HR,Utilities,Budget,811954.0,budget_vs_actual
2021-10-01,IT,Infrastructure,Actual,684780.0,budget_vs_actual
2021-10-01,IT,Infrastructure,Budget,264938.0,budget_vs_actual
2021-10-01,IT,Marketing,Actual,2212060.0,budget_vs_actual
2021-10-01,IT,Marketing,Budget,1841346.0,budget_vs_actual
2021-10-01,IT,Salaries,Actual,1646910.0,budget_vs_actual
2021-10-01,IT,Salaries,Budget,1399948.0,budget_vs_actual
2021-10-01,IT,Training,Actual,2037476.0,budget_vs_actual
2021-10-01,IT,Training,Budget,1802670.0,budget_vs_actual
2021-10-01,IT,Travel,Actual,1764170.0,budget_vs_actual
2021-10-01,IT,Travel,Budget,1061892.0,budget_vs_actual
2021-10-01,IT,Utilities,Actual,226888.0,budget_vs_actual
2021-10-01,IT,Utilities,Budget,286464.0,budget_vs_actual
2021-10-01,Marketing,Infrastructure,Actual,1305164.0,budget_vs_actual
2021-10-01,Marketing,Infrastructure,Budget,1513958.0,budget_vs_actual
2021-10-01,Marketing,Marketing,Actual,892470.0,budget_vs_actual
2021-10-01,Marketing,Marketing,Budget,783896.0,budget_vs_actual
2021-10-01,Marketing,Salaries,Actual,903330.0,budget_vs_actual
2021-10-01,Marketing,Salaries,Budget,1134950.0,budget_vs_actual
2021-10-01,Marketing,Training,Actual,1683438.0,budget_vs_actual
2021-10-01,Marketing,Training,Budget,1415376.0,budget_vs_actual
2021-10-01,Marketing,Travel,Actual,717180.0,budget_vs_actual
2021-10-01,Marketing,Travel,Budget,738338.0,budget_vs_actual
2021-10-01,Marketing,Utilities,Actual,2231506.0,budget_vs_actual
2021-10-01,Marketing,Utilities,Budget,1740514.0,budget_vs_actual
2021-10-01,Operations,Infrastructure,Actual,1816516.0,budget_vs_actual
2021-10-01,Operations,Infrastructure,Budget,1774698.0,budget_vs_actual
2021-10-01,Operations,Marketing,Actual,158802.0,budget_vs_actual
2021-10-01,Operations,Marketing,Budget,296280.0,budget_vs_actual
2021-10-01,Operations,Salaries,Actual,1886462.0,budget_vs_actual
2021-10-01,Operations,Salaries,Budget,1544912.0,budget_vs_actual
2021-10-01,Operations,Training,Actual,1028330.0,budget_vs_actual
2021-10-01,Operations,Training,Budget,1419796.0,budget_vs_actual
2021-10-01,Operations,Travel,Actual,1336546.0,budget_vs_actual
2021-10-01,Operations,Travel,Budget,899544.0,budget_vs_actual
2021-10-01,Operations,Utilities,Actual,1617912.0,budget_vs_actual
2021-10-01,Operations,Utilities,Budget,1184048.0,budget_vs_actual
2021-10-01,Sales,Infrastructure,Actual,1451744.0,budget_vs_actual
2021-10-01,Sales,Infrastructure,Budget,966998.0,budget_vs_actual
2021-10-01,Sales,Marketing,Actual,982518.0,budget_vs_actual
2021-10-01,Sales,Marketing,Budget,911038.0,budget_vs_actual
2021-10-01,Sales,Salaries,Actual,216832.0,budget_vs_actual
2021-10-01,Sales,Salaries,Budget,109282.0,budget_vs_actual
2021-10-01,Sales,Training,Actual,1301176.0,budget_vs_actual
2021-10-01,Sales,Training,Budget,1342190.0,budget_vs_actual
2021-10-01,Sales,Travel,Actual,1199634.0,budget_vs_actual
2021-10-01,Sales,Travel,Budget,1262396.0,budget_vs_actual
2021-10-01,Sales,Utilities,Actual,1231716.0,budget_vs_actual
2021-10-01,Sales,Utilities,Budget,1193100.0,budget_vs_actual
2021-11-01,Finance,Infrastructure,Actual,875456.0,budget_vs_actual
2021-11-01,Finance,Infrastructure,Budget,1139326.0,budget_vs_actual
2021-11-01,Finance,Marketing,Actual,959534.0,budget_vs_actual
2021-11-01,Finance,Marketing,Budget,962784.0,budget_vs_actual
2021-11-01,Finance,Salaries,Actual,1394492.0,budget_vs_actual
2021-11-01,Finance,Salaries,Budget,1243588.0,budget_vs_actual
2021-11-01,Finance,Training,Actual,1150066.0,budget_vs_actual
2021-11-01,Finance,Training,Budget,1740018.0,budget_vs_actual
2021-11-01,Finance,Travel,Actual,737600.0,budget_vs_actual
2021-11-01,Finance,Travel,Budget,966630.0,budget_vs_actual
2021-11-01,Finance,Utilities,Actual,1106854.0,budget_vs_actual
2021-11-01,Finance,Utilities,Budget,1102060.0,budget_vs_actual
2021-11-01,HR,Infrastructure,Actual,2339348.0,budget_vs_actual
2021-11-01,HR,Infrastructure,Budget,1879188.0,budget_vs_actual
2021-11-01,HR,Marketing,Actual,1410362.0,budget_vs_actual
2021-11-01,HR,Marketing,Budget,935928.0,budget_vs_actual
2021-11-01,HR,Salaries,Actual,153030.0,budget_vs_actual
2021-11-01,HR,Salaries,Budget,520066.0,budget_vs_actual
2021-11-01,HR,Training,Actual,697968.0,budget_vs_actual
2021-11-01,HR,Training,Budget,615692.0,budget_vs_actual
2021-11-01,HR,Travel,Actual,1141362.0,budget_vs_actual
2021-11-01,HR,Travel,Budget,1299690.0,budget_vs_actual
2021-11-01,HR,Utilities,Actual,956312.0,budget_vs_actual
2021-11-01,HR,Utilities,Budget,686332.0,budget_vs_actual
2021-11-01,IT,Infrastructure,Actual,1375968.0,budget_vs_actual
2021-11-01,IT,Infrastructure,Budget,1424334.0,budget_vs_actual
2021-11-01,IT,Marketing,Actual,1453546.0,budget_vs_actual
2021-11-01,IT,Marketing,Budget,1488266.0,budget_vs_actual
2021-11-01,IT,Salaries,Actual,1605780.0,budget_vs_actual
2021-11-01,IT,Salaries,Budget,1247364.0,budget_vs_actual
2021-11-01,IT,Training,Actual,755172.0,budget_vs_actual
2021-11-01,IT,Training,Budget,703348.0,budget_vs_actual
2021-11-01,IT,Travel,Actual,2204900.0,budget_vs_actual
2021-11-01,IT,Travel,Budget,1566506.0,budget_vs_actual
2021-11-01,IT,Utilities,Actual,1210090.0,budget_vs_actual
2021-11-01,IT,Utilities,Budget,993668.0,budget_vs_actual
2021-11-01,Marketing,Infrastructure,Actual,1052492.0,budget_vs_actual
2021-11-01,Marketing,Infrastructure,Budget,987320.0,budget_vs_actual
2021-11-01,Marketing,Marketing,Actual,2194750.0,budget_vs_actual
2021-11-01,Marketing,Marketing,Budget,1917124.0,budget_vs_actual
2021-11-01,Marketing,Salaries,Actual,1788234.0,budget_vs_actual
2021-11-01,Marketing,Salaries,Budget,1279122.0,budget_vs_actual
2021-11-01,Marketing,Training,Actual,1212642.0,budget_vs_actual
2021-11-01,Marketing,Training,Budget,1257204.0,budget_vs_actual
2021-11-01,Marketing,Travel,Actual,1590712.0,budget_vs_actual
2021-11-01,Marketing,Travel,Budget,1605172.0,budget_vs_actual
2021-11-01,Marketing,Utilities,Actual,1925212.0,budget_vs_actual
2021-11-01,Marketing,Utilities,Budget,1360681.0,budget_vs_actual
2021-11-01,Operations,Infrastructure,Actual,452612.0,budget_vs_actual
2021-11-01,Operations,Infrastructure,Budget,687126.0,budget_vs_actual
2021-11-01,Operations,Marketing,Actual,1238582.0,budget_vs_actual
2021-11-01,Operations,Marketing,Budget,865290.0,budget_vs_actual
2021-11-01,Operations,Salaries,Actual,2183130.0,budget_vs_actual
2021-11-01,Operations,Salaries,Budget,1602964.0,budget_vs_actual
2021-11-01,Operations,Training,Actual,1573010.0,budget_vs_actual
2021-11-01,Operations,Training,Budget,1907008.0,budget_vs_actual
2021-11-01,Operations,Travel,Actual,583430.0,budget_vs_actual
2021-11-01,Operations,Travel,Budget,706072.0,budget_vs_actual
2021-11-01,Operations,Utilities,Actual,1005258.0,budget_vs_actual
2021-11-01,Operations,Utilities,Budget,1089086.0,budget_vs_actual
2021-11-01,Sales,Infrastructure,Actual,1928374.0,budget_vs_actual
2021-11-01,Sales,Infrastructure,Budget,1549188.0,budget_vs_actual
2021-11-01,Sales,Marketing,Actual,524518.0,budget_vs_actual
2021-11-01,Sales,Marketing,Budget,558540.0,budget_vs_actual
2021-11-01,Sales,Salaries,Actual,1144208.0,budget_vs_actual
2021-11-01,Sales,Salaries,Budget,1229770.0,budget_vs_actual
2021-11-01,Sales,Training,Actual,252292.0,budget_vs_actual
2021-11-01,Sales,Training,Budget,321634.0,budget_vs_actual
2021-11-01,Sales,Travel,Actual,1612798.0,budget_vs_actual
2021-11-01,Sales,Travel,Budget,1274734.0,budget_vs_actual
2021-11-01,Sales,Utilities,Actual,2304106.0,budget_vs_actual
2021-11-01,Sales,Utilities,Budget,2723398.0,budget_vs_actual
2021-12-01,Finance,Infrastructure,Actual,1460944.0,budget_vs_actual
2021-12-01,Finance,Infrastructure,Budget,858462.0,budget_vs_actual
2021-12-01,Finance,Marketing,Actual,1141068.0,budget_vs_actual
2021-12-01,Finance,Marketing,Budget,1347062.0,budget_vs_actual
2021-12-01,Finance,Salaries,Actual,939838.0,budget_vs_actual
2021-12-01,Finance,Salaries,Budget,1029020.0,budget_vs_actual
2021-12-01,Finance,Training,Actual,1297100.0,budget_vs_actual
2021-12-01,Finance,Training,Budget,1574980.0,budget_vs_actual
2021-12-01,Finance,Travel,Actual,999342.0,budget_vs_actual
2021-12-01,Finance,Travel,Budget,1071576.0,budget_vs_actual
2021-12-01,Finance,Utilities,Actual,1030834.0,budget_vs_actual
2021-12-01,Finance,Utilities,Budget,1245790.0,budget_vs_actual
2021-12-01,HR,Infrastructure,Actual,664522.0,budget_vs_actual
2021-12-01,HR,Infrastructure,Budget,566298.0,budget_vs_actual
2021-12-01,HR,Marketing,Actual,1629100.0,budget_vs_actual
2021-12-01,HR,Marketing,Budget,1773354.0,budget_vs_actual
2021-12-01,HR,Salaries,Actual,1554314.0,budget_vs_actual
2021-12-01,HR,Salaries,Budget,1463668.0,budget_vs_actual
2021-12-01,HR,Training,Actual,1246982.0,budget_vs_actual
2021-12-01,HR,Training,Budget,1032352.0,budget_vs_actual
2021-12-01,HR,Travel,Actual,1563650.0,budget_vs_actual
2021-12-01,HR,Travel,Budget,1520828.0,budget_vs_actual
