Date,Department,Category,Region,Budget Amount,Actual Amount,Payment Method,Transaction ID
10/5/2023 0:00,IT,Marketing,West,85465,18126,Cash,TXN101614
1/8/2022 0:00,Marketing,Travel,Central,64720,46492,UPI,TXN101615
5/9/2022 0:00,IT,Marketing,South,107619,107284,Card,TXN101616
1/21/2023 0:00,HR,Salaries,East,13739,161003,Cash,TXN101617
10/18/2021 0:00,Sales,Marketing,North,43107,76830,UPI,TXN101618
4/16/2021 0:00,Marketing,Marketing,Central,143934,67414,Cash,TXN101619
11/1/2022 0:00,Finance,Utilities,East,92533,128676,Bank Transfer,TXN101620
1/2/2021 0:00,IT,Travel,North,27487,124802,UPI,TXN101621
8/12/2022 0:00,IT,Marketing,East,38353,65969,UPI,TXN101622
10/6/2022 0:00,Finance,Salaries,East,18984,27938,Cash,TXN101623
3/31/2021 0:00,Sales,Utilities,North,33130,146801,UPI,TXN101624
12/16/2021 0:00,IT,Travel,North,83794,110347,UPI,TXN101625
11/29/2023 0:00,Sales,Travel,West,50080,83738,Card,TXN101626
6/28/2023 0:00,IT,Infrastructure,Central,22839,117089,UPI,TXN101627
6/8/2021 0:00,Operations,Training,Central,108874,14951,Card,TXN101628
8/17/2023 0:00,IT,Salaries,East,51499,90172,Bank Transfer,TXN101629
11/8/2021 0:00,Operations,Training,South,140094,161156,Bank Transfer,TXN101630
3/21/2022 0:00,Marketing,Utilities,South,146428,145368,Cash,TXN101631
10/25/2021 0:00,Sales,Utilities,East,92036,153098,Cash,TXN101632
8/10/2023 0:00,IT,Salaries,West,85926,137563,Cash,TXN101633
2/5/2021 0:00,HR,Travel,North,39778,133296,Cash,TXN101634
7/13/2022 0:00,HR,Marketing,East,115528,127351,UPI,TXN101635
6/10/2023 0:00,Finance,Salaries,Central,73192,92122,Card,TXN101636
5/21/2021 0:00,HR,Utilities,South,95376,27225,Cash,TXN101637
6/6/2023 0:00,Operations,Training,South,138219,41038,Bank Transfer,TXN101638
12/27/2022 0:00,HR,Salaries,South,39980,93059,UPI,TXN101639
11/16/2023 0:00,HR,Travel,West,24065,149443,Card,TXN101640
6/5/2022 0:00,HR,Infrastructure,Central,135361,115340,Card,TXN101641
1/10/2021 0:00,IT,Infrastructure,West,20559,101965,Cash,TXN101642
9/11/2023 0:00,Finance,Marketing,North,134514,77159,Cash,TXN101643
1/13/2022 0:00,Sales,Marketing,East,83969,94914,Card,TXN101644
11/13/2022 0:00,Finance,Travel,East,149728,71776,Bank Transfer,TXN101645
8/7/2022 0:00,Operations,Training,South,53210,17294,Cash,TXN101646
6/1/2021 0:00,IT,Marketing,South,41477,8750,Card,TXN101647
12/21/2022 0:00,Marketing,Infrastructure,North,116111,163195,UPI,TXN101648
12/9/2023 0:00,IT,Travel,West,39529,116863,Card,TXN101649
5/9/2023 0:00,HR,Travel,Central,28262,127101,Cash,TXN101650
2/19/2021 0:00,HR,Travel,North,75087,136390,UPI,TXN101651
10/26/2022 0:00,Operations,Salaries,East,61686,50732,Bank Transfer,TXN101652
6/15/2022 0:00,Marketing,Training,East,84299,59238,Card,TXN101653
12/20/2023 0:00,IT,Training,West,123044,56046,Card,TXN101654
5/7/2023 0:00,Marketing,Marketing,North,46409,151464,Card,TXN101655
5/26/2021 0:00,Sales,Training,Central,29535,126553,UPI,TXN101656
7/4/2023 0:00,Finance,Utilities,North,133828,135545,Cash,TXN101657
9/20/2023 0:00,IT,Infrastructure,North,145182,106632,Card,TXN101658
8/30/2021 0:00,Marketing,Marketing,West,119518,132594,UPI,TXN101659
8/4/2022 0:00,Sales,Training,Central,148279,70423,Card,TXN101660
11/18/2022 0:00,Sales,Infrastructure,East,58637,88179,Cash,TXN101661
4/28/2022 0:00,Finance,Marketing,South,84405,23386,UPI,TXN101662
11/4/2022 0:00,Sales,Utilities,Central,53872,36822,Bank Transfer,TXN101663
9/23/2022 0:00,Operations,Infrastructure,East,22185,112620,Card,TXN101664
10/23/2022 0:00,Sales,Utilities,West,116706,20131,Cash,TXN101665
10/24/2022 0:00,Marketing,Infrastructure,Central,11396,90540,Bank Transfer,TXN101666
3/16/2023 0:00,Operations,Salaries,Central,13460,127932,Cash,TXN101667
2/23/2022 0:00,Sales,Salaries,East,112657,50797,Bank Transfer,TXN101668
9/15/2023 0:00,HR,Infrastructure,East,17676,78471,Cash,TXN101669
10/12/2022 0:00,Sales,Infrastructure,North,47312,104050,Bank Transfer,TXN101670
8/27/2023 0:00,Operations,Utilities,North,144220,161530,UPI,TXN101671
8/13/2022 0:00,Sales,Training,Central,12655,162137,Bank Transfer,TXN101672
5/24/2022 0:00,Sales,Travel,South,65863,102229,Cash,TXN101673
3/17/2022 0:00,Sales,Infrastructure,West,71045,36897,Card,TXN101674
7/10/2023 0:00,Operations,Marketing,East,55517,69988,Bank Transfer,TXN101675
2/9/2023 0:00,Sales,Marketing,North,84227,159925,Cash,TXN101676
9/20/2021 0:00,Finance,Marketing,West,84789,129444,Card,TXN101677
9/29/2022 0:00,Marketing,Salaries,Central,64322,137677,UPI,TXN101678
4/4/2022 0:00,Finance,Training,East,111800,41795,UPI,TXN101679
9/26/2023 0:00,Operations,Utilities,East,130782,132865,Card,TXN101680
12/1/2022 0:00,HR,Training,North,145294,67070,Cash,TXN101681
10/29/2021 0:00,Finance,Salaries,South,61141,82560,Cash,TXN101682
7/8/2022 0:00,Marketing,Training,East,20716,85121,Bank Transfer,TXN101683
10/15/2021 0:00,IT,Training,South,70644,87628,UPI,TXN101684
9/13/2022 0:00,Marketing,Marketing,West,135650,136592,UPI,TXN101685
10/3/2023 0:00,Finance,Infrastructure,East,98499,15800,UPI,TXN101686
2/5/2021 0:00,IT,Marketing,East,142454,156844,UPI,TXN101687
1/14/2023 0:00,Operations,Training,South,145239,58064,Cash,TXN101688
12/19/2021 0:00,Marketing,Infrastructure,North,127323,64791,UPI,TXN101689
3/14/2021 0:00,HR,Utilities,Central,113849,81208,Card,TXN101690
10/10/2022 0:00,IT,Travel,West,91117,46200,Cash,TXN101691
12/30/2023 0:00,IT,Infrastructure,East,101730,50229,Card,TXN101692
3/1/2022 0:00,Marketing,Salaries,North,70972,57909,Card,TXN101693
9/26/2023 0:00,Finance,Marketing,East,84963,92753,Cash,TXN101694
12/9/2022 0:00,IT,Marketing,West,64534,136863,Card,TXN101695
7/15/2022 0:00,Operations,Training,Central,126093,59239,Card,TXN101696
4/8/2023 0:00,Marketing,Training,East,34121,72567,Bank Transfer,TXN101697
8/14/2023 0:00,Operations,Training,South,81736,100904,UPI,TXN101698
6/1/2022 0:00,Marketing,Training,North,71581,53621,Card,TXN101699
3/4/2022 0:00,Operations,Marketing,Central,36123,93163,Bank Transfer,TXN101700
6/9/2021 0:00,Finance,Infrastructure,East,61036,53357,Bank Transfer,TXN101701
5/29/2021 0:00,Marketing,Utilities,Central,140062,42492,UPI,TXN101702
2/15/2023 0:00,HR,Infrastructure,South,88855,17125,Bank Transfer,TXN101703
3/8/2021 0:00,Finance,Salaries,East,32701,163651,Bank Transfer,TXN101704
10/11/2023 0:00,Operations,Marketing,Central,51178,42052,Card,TXN101705
1/16/2022 0:00,Marketing,Infrastructure,East,115734,151332,UPI,TXN101706
2/27/2021 0:00,Finance,Marketing,East,47118,94896,UPI,TXN101707
12/8/2021 0:00,Operations,Salaries,Central,35387,89465,Card,TXN101708
12/28/2022 0:00,Sales,Travel,East,67613,37081,Cash,TXN101709
2/9/2023 0:00,Sales,Travel,South,56666,120362,Bank Transfer,TXN101710
9/6/2022 0:00,IT,Travel,Central,39554,14158,Card,TXN101711
12/20/2021 0:00,HR,Marketing,Central,129387,32663,Bank Transfer,TXN101712
4/26/2021 0:00,Sales,Infrastructure,South,52146,63255,UPI,TXN101713
10/24/2022 0:00,Operations,Marketing,South,110037,151458,UPI,TXN101714
3/29/2022 0:00,Finance,Utilities,South,26456,160559,Bank Transfer,TXN101715
10/14/2021 0:00,Marketing,Infrastructure,East,129681,8216,UPI,TXN101716
10/14/2023 0:00,Finance,Salaries,East,132573,112857,UPI,TXN101717
11/7/2021 0:00,IT,Training,West,71405,49150,Cash,TXN101718
7/27/2021 0:00,Finance,Travel,East,10877,37910,UPI,TXN101719
9/10/2022 0:00,Sales,Infrastructure,South,72718,30757,UPI,TXN101720
3/22/2022 0:00,Finance,Infrastructure,West,68100,35423,Bank Transfer,TXN101721
11/1/2022 0:00,Sales,Travel,South,19642,134337,Card,TXN101722
9/25/2022 0:00,Sales,Salaries,North,110844,109659,UPI,TXN101723
2/24/2021 0:00,HR,Marketing,Central,60483,36742,UPI,TXN101724
7/1/2023 0:00,IT,Marketing,North,75293,119830,Card,TXN101725
11/2/2023 0:00,Operations,Training,South,85450,24983,Card,TXN101726
10/19/2022 0:00,Sales,Infrastructure,East,106629,33435,Card,TXN101727
9/7/2023 0:00,Marketing,Travel,Central,123140,30168,Bank Transfer,TXN101728
5/30/2022 0:00,IT,Utilities,East,59508,79974,UPI,TXN101729
8/25/2021 0:00,Operations,Salaries,East,117815,121840,UPI,TXN101730
12/14/2021 0:00,Marketing,Marketing,Central,141651,121795,Card,TXN101731
9/19/2022 0:00,Finance,Salaries,Central,22587,52851,Cash,TXN101732
9/22/2022 0:00,IT,Salaries,North,76181,35257,Bank Transfer,TXN101733
12/30/2021 0:00,Marketing,Training,South,102345,89475,Card,TXN101734
11/17/2021 0:00,IT,Salaries,East,53591,162636,Card,TXN101735
10/13/2021 0:00,IT,Travel,South,41901,51200,UPI,TXN101736
5/29/2021 0:00,Finance,Training,South,103411,131873,Cash,TXN101737
2/10/2022 0:00,Finance,Travel,West,149571,44678,Bank Transfer,TXN101738
9/5/2023 0:00,IT,Training,North,141305,19773,Cash,TXN101739
4/1/2022 0:00,Marketing,Travel,East,69566,152406,Cash,TXN101740
3/11/2023 0:00,HR,Training,Central,25246,36701,UPI,TXN101741
10/10/2023 0:00,Sales,Training,Central,113425,95740,Card,TXN101742
2/23/2023 0:00,Finance,Infrastructure,South,123400,87468,Card,TXN101743
4/5/2022 0:00,HR,Travel,North,44503,56528,Cash,TXN101744
1/8/2023 0:00,Finance,Infrastructure,North,145349,9376,Bank Transfer,TXN101745
5/24/2022 0:00,IT,Training,East,76477,67557,Bank Transfer,TXN101746
4/26/2022 0:00,HR,Marketing,East,141421,132395,UPI,TXN101747
4/24/2021 0:00,Marketing,Training,South,102798,150988,Bank Transfer,TXN101748
1/19/2023 0:00,Marketing,Marketing,South,83000,114675,UPI,TXN101749
12/27/2021 0:00,Operations,Marketing,South,107565,74261,Cash,TXN101750
12/7/2021 0:00,Sales,Marketing,West,120123,79805,Bank Transfer,TXN101751
2/9/2023 0:00,Sales,Marketing,North,77081,62887,Card,TXN101752
1/31/2023 0:00,Finance,Travel,South,126434,91125,Cash,TXN101753
8/27/2023 0:00,Sales,Utilities,North,38957,102079,UPI,TXN101754
3/25/2022 0:00,Operations,Travel,Central,148968,40411,Cash,TXN101755
4/15/2023 0:00,Marketing,Utilities,Central,115634,145745,Cash,TXN101756
11/7/2021 0:00,HR,Travel,North,145360,30156,UPI,TXN101757
9/19/2021 0:00,HR,Marketing,Central,31150,37856,Bank Transfer,TXN101758
2/10/2022 0:00,Marketing,Salaries,Central,97877,87758,Bank Transfer,TXN101759
5/23/2021 0:00,IT,Training,Central,120540,134677,Card,TXN101760
12/8/2021 0:00,Marketing,Utilities,East,115139,46910,Bank Transfer,TXN101761
9/1/2021 0:00,HR,Salaries,East,31091,43749,UPI,TXN101762
5/5/2022 0:00,Finance,Marketing,North,141972,36421,UPI,TXN101763
1/12/2021 0:00,Operations,Utilities,North,56702,109750,UPI,TXN101764
7/15/2022 0:00,Marketing,Salaries,West,29725,161312,Bank Transfer,TXN101765
2/11/2021 0:00,IT,Travel,East,38722,81775,UPI,TXN101766
11/9/2022 0:00,Finance,Marketing,North,28059,121774,Bank Transfer,TXN101767
8/17/2022 0:00,Marketing,Travel,East,28161,143080,UPI,TXN101768
5/14/2021 0:00,Finance,Travel,West,100345,33038,UPI,TXN101769
12/27/2023 0:00,Marketing,Marketing,North,20687,144265,Bank Transfer,TXN101770
10/28/2023 0:00,Finance,Utilities,North,92503,120641,Card,TXN101771
8/6/2023 0:00,Sales,Training,North,109770,32305,Card,TXN101772
3/14/2021 0:00,Finance,Infrastructure,North,18694,67763,Card,TXN101773
2/3/2022 0:00,Sales,Infrastructure,South,137260,104075,Bank Transfer,TXN101774
8/1/2022 0:00,HR,Training,East,109459,49993,UPI,TXN101775
5/9/2023 0:00,Sales,Marketing,East,60087,135398,Bank Transfer,TXN101776
5/10/2021 0:00,Finance,Infrastructure,East,117941,48193,Cash,TXN101777
7/20/2023 0:00,Operations,Training,West,66561,46520,Cash,TXN101778
9/23/2021 0:00,Operations,Salaries,South,15364,162432,Bank Transfer,TXN101779
3/4/2023 0:00,HR,Training,East,87008,41243,Cash,TXN101780
9/10/2021 0:00,Finance,Utilities,East,145046,130192,Card,TXN101781
4/2/2023 0:00,Sales,Training,North,34053,150003,Card,TXN101782
6/13/2021 0:00,Operations,Travel,North,142282,28967,Card,TXN101783
4/5/2021 0:00,Marketing,Travel,North,115128,65040,Cash,TXN101784
4/13/2023 0:00,IT,Marketing,East,48966,118252,Card,TXN101785
12/2/2021 0:00,Finance,Travel,North,36070,13023,Card,TXN101786
4/2/2023 0:00,Marketing,Salaries,East,119573,111885,Card,TXN101787
8/26/2021 0:00,Marketing,Training,West,116327,119829,Bank Transfer,TXN101788
1/16/2022 0:00,Finance,Salaries,West,49829,119550,UPI,TXN101789
6/18/2023 0:00,IT,Marketing,Central,71125,91268,UPI,TXN101790
4/28/2022 0:00,Operations,Travel,South,115111,108661,Bank Transfer,TXN101791
6/21/2023 0:00,IT,Infrastructure,North,115277,13000,Card,TXN101792
11/15/2023 0:00,HR,Training,North,10169,37756,Card,TXN101793
4/27/2022 0:00,Sales,Infrastructure,South,103943,45982,Bank Transfer,TXN101794
7/6/2023 0:00,Sales,Utilities,South,102408,152931,Bank Transfer,TXN101795
9/21/2023 0:00,Marketing,Marketing,Central,57313,61760,Cash,TXN101796
8/22/2023 0:00,Operations,Utilities,South,88735,19734,Bank Transfer,TXN101797
6/21/2022 0:00,IT,Infrastructure,East,70131,136557,Card,TXN101798
11/2/2023 0:00,Marketing,Infrastructure,North,136195,83328,Bank Transfer,TXN101799
5/8/2021 0:00,Finance,Infrastructure,South,117127,92997,Card,TXN101800
4/2/2021 0:00,Marketing,Utilities,East,57740,95975,Cash,TXN101801
6/27/2022 0:00,Finance,Marketing,South,122339,18428,Bank Transfer,TXN101802
4/26/2023 0:00,Finance,Training,East,78570,29139,Cash,TXN101803
9/16/2023 0:00,HR,Training,West,54047,36976,Card,TXN101804
3/23/2022 0:00,HR,Salaries,East,129168,21011,Card,TXN101805
1/25/2022 0:00,Finance,Salaries,Central,82666,19543,Card,TXN101806
11/3/2022 0:00,Operations,Infrastructure,East,112173,130636,Card,TXN101807
2/12/2021 0:00,HR,Marketing,South,65251,56142,Cash,TXN101808
9/11/2021 0:00,HR,Marketing,West,10791,129430,Bank Transfer,TXN101809
12/20/2023 0:00,Sales,Travel,West,22333,37563,Bank Transfer,TXN101810
10/25/2022 0:00,Marketing,Travel,East,78892,124958,Card,TXN101811
4/12/2022 0:00,Sales,Utilities,South,145997,150938,Card,TXN101812
10/14/2021 0:00,Operations,Travel,West,64226,49787,Cash,TXN101813
10/8/2023 0:00,HR,Training,East,87632,147058,Cash,TXN101814
2/17/2023 0:00,HR,Training,East,49468,148607,Card,TXN101815
12/11/2021 0:00,IT,Utilities,East,12094,47164,Card,TXN101816
10/4/2022 0:00,Operations,Salaries,West,55583,27511,Bank Transfer,TXN101817
1/17/2022 0:00,Marketing,Infrastructure,North,59021,58613,Bank Transfer,TXN101818
11/21/2022 0:00,Marketing,Marketing,South,25362,46344,Bank Transfer,TXN101819
12/16/2023 0:00,Marketing,Salaries,Central,22185,152860,Card,TXN101820
4/2/2022 0:00,Operations,Training,Central,91678,50330,UPI,TXN101821
9/10/2023 0:00,IT,Salaries,South,128984,49445,Cash,TXN101822
3/24/2021 0:00,IT,Utilities,North,53190,96916,Cash,TXN101823
5/29/2021 0:00,Sales,Infrastructure,South,26888,16133,Cash,TXN101824
7/9/2021 0:00,Operations,Training,East,24748,142873,Card,TXN101825
6/2/2023 0:00,Operations,Utilities,South,61013,73747,Card,TXN101826
9/20/2021 0:00,IT,Salaries,South,125091,78332,Cash,TXN101827
2/4/2022 0:00,Finance,Marketing,West,30715,31404,Cash,TXN101828
2/3/2023 0:00,Finance,Travel,Central,12906,141733,Cash,TXN101829
9/1/2022 0:00,Sales,Utilities,Central,103125,66259,Card,TXN101830
2/24/2023 0:00,Finance,Training,East,21808,165108,UPI,TXN101831
4/11/2021 0:00,Finance,Salaries,East,74945,151502,UPI,TXN101832
3/31/2023 0:00,Finance,Travel,West,77105,150620,UPI,TXN101833
3/31/2023 0:00,HR,Travel,East,120212,156549,Bank Transfer,TXN101834
2/24/2022 0:00,Sales,Salaries,North,36419,81280,Bank Transfer,TXN101835
5/4/2021 0:00,IT,Infrastructure,West,136258,17525,Card,TXN101836
2/26/2022 0:00,Finance,Salaries,West,21156,82592,UPI,TXN101837
12/23/2023 0:00,Marketing,Training,South,15062,33862,UPI,TXN101838
2/7/2023 0:00,HR,Marketing,South,44940,159611,Bank Transfer,TXN101839
4/28/2022 0:00,Finance,Training,North,32463,131188,UPI,TXN101840
6/3/2022 0:00,HR,Travel,West,46188,107847,Cash,TXN101841
6/4/2021 0:00,Sales,Marketing,West,81813,129172,Bank Transfer,TXN101842
4/2/2021 0:00,Marketing,Utilities,South,44017,13721,Cash,TXN101843
9/9/2023 0:00,Marketing,Travel,Central,124375,157028,UPI,TXN101844
3/31/2022 0:00,Marketing,Infrastructure,Central,12697,26385,Card,TXN101845
8/21/2022 0:00,Finance,Salaries,South,120930,99011,UPI,TXN101846
5/25/2022 0:00,HR,Utilities,East,64086,25491,Card,TXN101847
1/21/2022 0:00,Marketing,Training,West,98385,147247,Cash,TXN101848
2/9/2022 0:00,Operations,Marketing,North,46652,29241,Cash,TXN101849
9/3/2021 0:00,Operations,Utilities,Central,148326,118831,UPI,TXN101850
1/12/2023 0:00,HR,Infrastructure,East,71631,97191,Bank Transfer,TXN101851
10/23/2022 0:00,Finance,Salaries,West,90527,167442,Cash,TXN101852
10/12/2022 0:00,Finance,Utilities,East,114084,45088,Card,TXN101853
6/20/2023 0:00,Sales,Training,West,129771,36950,Card,TXN101854
3/6/2021 0:00,Sales,Marketing,West,123645,160968,Bank Transfer,TXN101855
11/3/2023 0:00,Marketing,Utilities,South,69019,169445,UPI,TXN101856
8/1/2021 0:00,IT,Salaries,South,130807,167532,Cash,TXN101857
8/30/2021 0:00,Sales,Training,North,114528,49361,UPI,TXN101858
5/8/2022 0:00,Finance,Utilities,North,75233,132973,Cash,TXN101859
12/4/2021 0:00,IT,Marketing,East,10372,55617,UPI,TXN101860
6/22/2021 0:00,Sales,Salaries,South,81564,158703,Bank Transfer,TXN101861
11/3/2022 0:00,HR,Infrastructure,West,133297,150335,Card,TXN101862
6/13/2021 0:00,Operations,Infrastructure,South,138058,11856,UPI,TXN101863
4/10/2022 0:00,Sales,Travel,West,73615,118197,UPI,TXN101864
9/22/2023 0:00,Sales,Utilities,South,39445,115885,Cash,TXN101865
5/12/2022 0:00,HR,Marketing,West,95532,127087,UPI,TXN101866
12/1/2022 0:00,Finance,Utilities,East,119435,137175,UPI,TXN101867
1/30/2022 0:00,Marketing,Salaries,South,86974,26782,Bank Transfer,TXN101868
12/4/2022 0:00,HR,Travel,Central,131049,102912,UPI,TXN101869
11/4/2021 0:00,Marketing,Marketing,Central,141827,130971,Bank Transfer,TXN101870
7/2/2021 0:00,Sales,Utilities,West,72716,24368,Bank Transfer,TXN101871
9/21/2022 0:00,Finance,Marketing,East,79061,38825,Bank Transfer,TXN101872
5/25/2022 0:00,IT,Salaries,West,39884,111526,Cash,TXN101873
6/30/2022 0:00,Sales,Travel,East,11796,92099,Bank Transfer,TXN101874
9/16/2022 0:00,HR,Marketing,North,127747,35392,Cash,TXN101875
8/17/2022 0:00,IT,Salaries,South,77713,140384,Card,TXN101876
1/14/2023 0:00,Operations,Infrastructure,East,103668,37129,Bank Transfer,TXN101877
7/8/2022 0:00,IT,Marketing,West,77586,131778,UPI,TXN101878
1/21/2021 0:00,HR,Travel,North,132206,27556,Bank Transfer,TXN101879
7/8/2022 0:00,IT,Training,West,100666,49208,Card,TXN101880
2/1/2022 0:00,HR,Training,Central,123796,100351,Bank Transfer,TXN101881
9/17/2022 0:00,Sales,Marketing,Central,48577,27016,Cash,TXN101882
4/15/2021 0:00,Finance,Marketing,South,64765,159719,Card,TXN101883
7/11/2021 0:00,Operations,Salaries,South,34841,87421,Card,TXN101884
1/17/2021 0:00,Finance,Utilities,North,35498,71658,Cash,TXN101885
1/28/2022 0:00,Finance,Training,Central,118567,44472,Cash,TXN101886
3/1/2022 0:00,Finance,Utilities,East,122642,54295,UPI,TXN101887
5/9/2021 0:00,HR,Training,Central,77229,91117,Card,TXN101888
7/26/2022 0:00,HR,Marketing,South,137855,147764,Bank Transfer,TXN101889
1/29/2021 0:00,Operations,Travel,West,73914,130978,Cash,TXN101890
10/31/2023 0:00,HR,Travel,North,121399,88707,UPI,TXN101891
8/30/2021 0:00,Marketing,Training,Central,24838,158584,Cash,TXN101892
8/20/2021 0:00,HR,Training,East,111224,23019,Cash,TXN101893
2/28/2023 0:00,HR,Salaries,East,96765,131592,UPI,TXN101894
12/16/2022 0:00,HR,Marketing,East,79703,11914,Card,TXN101895
1/29/2023 0:00,Sales,Marketing,North,51845,96908,Bank Transfer,TXN101896
3/13/2023 0:00,Operations,Utilities,East,48907,89818,Cash,TXN101897
2/15/2023 0:00,Marketing,Salaries,East,65421,32621,Card,TXN101898
12/27/2022 0:00,HR,Infrastructure,Central,43330,43899,UPI,TXN101899
7/19/2021 0:00,Operations,Travel,North,65244,70610,UPI,TXN101900
8/3/2023 0:00,IT,Travel,West,131696,68007,UPI,TXN101901
3/20/2021 0:00,Sales,Marketing,West,50564,33525,Card,TXN101902
8/14/2023 0:00,HR,Salaries,East,113963,150832,Bank Transfer,TXN101903
5/6/2023 0:00,Marketing,Infrastructure,South,131299,35297,Card,TXN101904
4/12/2022 0:00,Sales,Travel,North,130972,95157,Card,TXN101905
8/4/2022 0:00,Marketing,Salaries,South,72469,153644,UPI,TXN101906
7/29/2023 0:00,Sales,Infrastructure,North,12716,117785,Cash,TXN101907
3/25/2022 0:00,IT,Training,North,37254,105403,Cash,TXN101908
3/28/2021 0:00,Operations,Marketing,Central,52632,127412,UPI,TXN101909
4/11/2021 0:00,Sales,Utilities,East,113964,101446,Cash,TXN101910
10/29/2023 0:00,Finance,Travel,Central,119623,56977,UPI,TXN101911
4/25/2023 0:00,IT,Travel,South,31277,169961,Card,TXN101912
3/28/2021 0:00,Finance,Infrastructure,South,136833,129223,UPI,TXN101913
2/12/2021 0:00,IT,Utilities,West,27503,158773,Bank Transfer,TXN101914
2/12/2022 0:00,Finance,Training,Central,110566,28428,Bank Transfer,TXN101915
10/26/2022 0:00,Finance,Salaries,Central,96921,92141,Bank Transfer,TXN101916
11/7/2023 0:00,Marketing,Marketing,Central,86180,24244,Card,TXN101917
5/28/2021 0:00,Sales,Salaries,West,119264,37264,Cash,TXN101918
10/4/2021 0:00,Sales,Infrastructure,Central,42864,45035,Card,TXN101919
8/20/2021 0:00,IT,Travel,Central,149850,29102,Cash,TXN101920
1/1/2022 0:00,Operations,Training,Central,106923,94734,Card,TXN101921
3/12/2022 0:00,Marketing,Travel,Central,55596,166033,Card,TXN101922
2/3/2022 0:00,Sales,Salaries,South,139739,15237,Bank Transfer,TXN101923
5/14/2022 0:00,Sales,Training,East,29733,10984,Card,TXN101924
6/24/2022 0:00,Marketing,Marketing,South,119082,27640,Bank Transfer,TXN101925
7/17/2022 0:00,HR,Infrastructure,Central,22372,165084,Card,TXN101926
3/18/2022 0:00,Marketing,Marketing,North,121950,15179,UPI,TXN101927
2/12/2023 0:00,Sales,Infrastructure,North,45256,58584,Bank Transfer,TXN101928
12/16/2021 0:00,Operations,Marketing,West,83353,50734,UPI,TXN101929
6/4/2022 0:00,HR,Salaries,South,94757,106721,Card,TXN101930
5/18/2021 0:00,Finance,Utilities,West,124687,96394,Card,TXN101931
9/19/2023 0:00,Marketing,Training,West,115700,161879,UPI,TXN101932
1/3/2022 0:00,Finance,Infrastructure,North,68546,91058,Cash,TXN101933
12/26/2021 0:00,HR,Salaries,South,18064,50193,Cash,TXN101934
7/10/2023 0:00,HR,Travel,East,113073,169161,Cash,TXN101935
11/25/2021 0:00,HR,Travel,South,51689,53053,Card,TXN101936
8/20/2023 0:00,IT,Marketing,West,54006,87028,Cash,TXN101937
4/8/2022 0:00,Marketing,Travel,Central,42195,146704,Cash,TXN101938
8/4/2023 0:00,Operations,Utilities,West,10203,154459,Card,TXN101939
8/21/2023 0:00,Operations,Infrastructure,South,55248,34544,Card,TXN101940
4/16/2023 0:00,Finance,Marketing,North,17460,32174,Cash,TXN101941
6/18/2021 0:00,Finance,Infrastructure,South,128463,10471,Cash,TXN101942
8/5/2021 0:00,Finance,Infrastructure,East,67230,168449,UPI,TXN101943
1/13/2022 0:00,Marketing,Salaries,Central,132268,71099,Card,TXN101944
4/29/2021 0:00,Sales,Travel,Central,145427,37319,Card,TXN101945
7/9/2021 0:00,Finance,Training,West,41935,53850,UPI,TXN101946
2/6/2023 0:00,HR,Infrastructure,South,127739,47056,Bank Transfer,TXN101947
1/5/2022 0:00,Finance,Utilities,North,12663,28721,Bank Transfer,TXN101948
5/29/2021 0:00,HR,Utilities,East,104903,116005,Card,TXN101949
10/14/2022 0:00,IT,Training,West,141110,29534,Card,TXN101950
2/9/2023 0:00,Sales,Travel,South,20318,164420,Cash,TXN101951
1/9/2022 0:00,Sales,Travel,North,149992,85400,Bank Transfer,TXN101952
2/20/2023 0:00,Marketing,Marketing,South,71243,137499,Cash,TXN101953
6/9/2021 0:00,Marketing,Marketing,North,120723,151250,Bank Transfer,TXN101954
12/17/2021 0:00,Operations,Marketing,South,94044,151460,UPI,TXN101955
6/11/2023 0:00,IT,Travel,South,46902,84585,Cash,TXN101956
6/7/2022 0:00,Marketing,Infrastructure,West,107845,72278,UPI,TXN101957
6/6/2022 0:00,HR,Salaries,South,81074,84408,UPI,TXN101958
2/22/2023 0:00,IT,Training,South,58949,75314,Bank Transfer,TXN101959
9/30/2021 0:00,Sales,Training,West,114765,100131,Card,TXN101960
7/25/2023 0:00,HR,Training,West,56543,164236,Card,TXN101961
7/2/2021 0:00,IT,Marketing,Central,21398,75037,UPI,TXN101962
5/3/2022 0:00,Sales,Salaries,Central,83436,149369,Card,TXN101963
4/26/2023 0:00,Marketing,Utilities,West,119809,129590,Cash,TXN101964
5/4/2021 0:00,HR,Travel,East,60396,86806,Bank Transfer,TXN101965
9/12/2023 0:00,HR,Utilities,North,120583,142648,Cash,TXN101966
3/1/2023 0:00,Sales,Marketing,West,76193,62879,Card,TXN101967
2/18/2022 0:00,HR,Infrastructure,Central,119461,140353,UPI,TXN101968
11/17/2022 0:00,Marketing,Marketing,South,30840,131694,Bank Transfer,TXN101969
4/23/2021 0:00,Marketing,Salaries,West,108119,122434,UPI,TXN101970
6/7/2023 0:00,Marketing,Marketing,West,90061,91189,Bank Transfer,TXN101971
5/2/2021 0:00,Sales,Training,Central,73900,77871,Cash,TXN101972
2/8/2021 0:00,Finance,Infrastructure,Central,55384,19676,Card,TXN101973
5/12/2022 0:00,Finance,Infrastructure,East,134679,99263,Cash,TXN101974
2/19/2023 0:00,HR,Travel,Central,39917,141326,UPI,TXN101975
